Time,Temperature,Dew_Point,Humidity,Wind,Wind_Speed,Wind_Gust,Pressure,Precipitation,Condition,,
5:53 AM,68 °F,45 °F,43 %,N,17 mph,0 mph,29.68 in,0.0 in,Fair,,
6:53 AM,67 °F,44 °F,44 %,N,15 mph,0 mph,29.69 in,0.0 in,Fair,,
7:53 AM,66 °F,44 °F,45 %,N,14 mph,0 mph,29.71 in,0.0 in,Fair,,
8:53 AM,71 °F,43 °F,36 %,NNE,15 mph,0 mph,29.72 in,0.0 in,Fair,,
9:53 AM,74 °F,42 °F,32 %,NE,16 mph,26 mph,29.73 in,0.0 in,Fair,,
10:53 AM,77 °F,42 °F,29 %,NNE,15 mph,30 mph,29.73 in,0.0 in,Partly Cloudy,,
11:53 AM,80 °F,41 °F,25 %,NE,18 mph,0 mph,29.71 in,0.0 in,Partly Cloudy,,
12:53 PM,81 °F,41 °F,24 %,NNE,15 mph,24 mph,29.68 in,0.0 in,Partly Cloudy,,
1:53 PM,82 °F,40 °F,22 %,N,16 mph,23 mph,29.65 in,0.0 in,Mostly Cloudy,,
2:53 PM,84 °F,40 °F,21 %,N,16 mph,25 mph,29.62 in,0.0 in,Partly Cloudy,,
3:53 PM,84 °F,39 °F,20 %,NNE,14 mph,28 mph,29.58 in,0.0 in,Fair,,
4:53 PM,84 °F,40 °F,21 %,N,17 mph,24 mph,29.56 in,0.0 in,Fair,,
5:53 PM,83 °F,40 °F,22 %,N,9 mph,0 mph,29.55 in,0.0 in,Fair,,
6:53 PM,80 °F,41 °F,25 %,N,9 mph,0 mph,29.54 in,0.0 in,Fair,,
7:53 PM,70 °F,41 °F,35 %,NNE,7 mph,0 mph,29.54 in,0.0 in,Fair,,
8:53 PM,62 °F,44 °F,52 %,CALM,0 mph,0 mph,29.55 in,0.0 in,Fair,,
9:53 PM,58 °F,46 °F,65 %,CALM,0 mph,0 mph,29.56 in,0.0 in,Fair,,
10:53 PM,58 °F,46 °F,65 %,CALM,0 mph,0 mph,29.56 in,0.0 in,Fair,,
11:53 PM,55 °F,47 °F,74 %,CALM,0 mph,0 mph,29.56 in,0.0 in,Fair,,
12:53 AM,54 °F,47 °F,77 %,CALM,0 mph,0 mph,29.56 in,0.0 in,Fair,,
1:53 AM,53 °F,47 °F,80 %,CALM,0 mph,0 mph,29.56 in,0.0 in,Fair,,
2:53 AM,50 °F,45 °F,83 %,CALM,0 mph,0 mph,29.56 in,0.0 in,Fair,,
3:53 AM,52 °F,46 °F,80 %,W,5 mph,0 mph,29.55 in,0.0 in,Fair,,
4:53 AM,53 °F,46 °F,77 %,W,3 mph,0 mph,29.55 in,0.0 in,Fair,,
5:53 AM,49 °F,46 °F,90 %,CALM,0 mph,0 mph,29.55 in,0.0 in,Fair,,
6:53 AM,50 °F,45 °F,83 %,CALM,0 mph,0 mph,29.55 in,0.0 in,Fair,,
7:53 AM,51 °F,46 °F,83 %,CALM,0 mph,0 mph,29.55 in,0.0 in,Fair,,
8:53 AM,61 °F,50 °F,67 %,CALM,0 mph,0 mph,29.55 in,0.0 in,Fair,,
9:53 AM,72 °F,43 °F,35 %,VAR,3 mph,0 mph,29.56 in,0.0 in,Fair,,
10:53 AM,76 °F,44 °F,32 %,VAR,3 mph,0 mph,29.56 in,0.0 in,Fair,,
11:53 AM,79 °F,40 °F,25 %,E,5 mph,0 mph,29.55 in,0.0 in,Fair,,
12:53 PM,82 °F,38 °F,21 %,VAR,3 mph,0 mph,29.52 in,0.0 in,Fair,,
1:53 PM,82 °F,38 °F,21 %,VAR,3 mph,0 mph,29.50 in,0.0 in,Fair,,
2:53 PM,84 °F,37 °F,19 %,NE,7 mph,0 mph,29.47 in,0.0 in,Fair,,
3:53 PM,85 °F,38 °F,19 %,CALM,0 mph,0 mph,29.44 in,0.0 in,Fair,,
4:53 PM,85 °F,37 °F,18 %,ENE,3 mph,0 mph,29.43 in,0.0 in,Fair,,
5:53 PM,85 °F,36 °F,17 %,CALM,0 mph,0 mph,29.42 in,0.0 in,Fair,,
6:53 PM,80 °F,44 °F,28 %,ENE,3 mph,0 mph,29.42 in,0.0 in,Fair,,
7:53 PM,66 °F,46 °F,48 %,CALM,0 mph,0 mph,29.43 in,0.0 in,Fair,,
8:53 PM,62 °F,46 °F,56 %,ESE,3 mph,0 mph,29.43 in,0.0 in,Fair,,
9:53 PM,61 °F,46 °F,58 %,CALM,0 mph,0 mph,29.45 in,0.0 in,Fair,,
10:53 PM,58 °F,45 °F,62 %,SSE,3 mph,0 mph,29.47 in,0.0 in,Fair,,
11:53 PM,60 °F,45 °F,57 %,S,6 mph,0 mph,29.48 in,0.0 in,Fair,,
12:53 AM,60 °F,48 °F,64 %,SSW,3 mph,0 mph,29.49 in,0.0 in,Fair,,
1:53 AM,56 °F,48 °F,75 %,CALM,0 mph,0 mph,29.49 in,0.0 in,Fair,,
2:53 AM,54 °F,48 °F,80 %,CALM,0 mph,0 mph,29.49 in,0.0 in,Fair,,
3:53 AM,52 °F,47 °F,83 %,CALM,0 mph,0 mph,29.48 in,0.0 in,Fair,,
4:53 AM,51 °F,47 °F,86 %,CALM,0 mph,0 mph,29.48 in,0.0 in,Fair,,
5:53 AM,51 °F,49 °F,92 %,CALM,0 mph,0 mph,29.51 in,0.0 in,Fair,,
6:53 AM,51 °F,49 °F,92 %,CALM,0 mph,0 mph,29.51 in,0.0 in,Fair,,
7:53 AM,53 °F,49 °F,86 %,CALM,0 mph,0 mph,29.52 in,0.0 in,Fair,,
8:53 AM,63 °F,52 °F,67 %,CALM,0 mph,0 mph,29.53 in,0.0 in,Fair,,
9:53 AM,72 °F,55 °F,55 %,SSE,5 mph,0 mph,29.54 in,0.0 in,Fair,,
10:53 AM,78 °F,52 °F,40 %,SE,7 mph,17 mph,29.54 in,0.0 in,Fair,,
11:53 AM,80 °F,51 °F,36 %,SE,8 mph,0 mph,29.53 in,0.0 in,Fair,,
12:53 PM,83 °F,48 °F,29 %,ESE,8 mph,0 mph,29.51 in,0.0 in,Fair,,
1:53 PM,83 °F,47 °F,28 %,,0 mph,0 mph,29.48 in,0.0 in,Fair,,
2:53 PM,85 °F,47 °F,27 %,VAR,3 mph,0 mph,29.45 in,0.0 in,Fair,,
3:53 PM,86 °F,47 °F,26 %,NNE,6 mph,0 mph,29.44 in,0.0 in,Fair,,
4:53 PM,85 °F,48 °F,28 %,ENE,5 mph,0 mph,29.43 in,0.0 in,Fair,,
5:53 PM,85 °F,48 °F,28 %,ESE,9 mph,0 mph,29.42 in,0.0 in,Fair,,
6:53 PM,82 °F,49 °F,31 %,ESE,8 mph,0 mph,29.42 in,0.0 in,Fair,,
7:53 PM,71 °F,51 °F,49 %,E,3 mph,0 mph,29.43 in,0.0 in,Fair,,
8:53 PM,67 °F,53 °F,61 %,CALM,0 mph,0 mph,29.44 in,0.0 in,Fair,,
9:53 PM,61 °F,52 °F,72 %,CALM,0 mph,0 mph,29.46 in,0.0 in,Fair,,
10:53 PM,62 °F,53 °F,72 %,CALM,0 mph,0 mph,29.48 in,0.0 in,Fair,,
11:53 PM,61 °F,54 °F,78 %,CALM,0 mph,0 mph,29.48 in,0.0 in,Fair,,
12:53 AM,59 °F,55 °F,87 %,CALM,0 mph,0 mph,29.50 in,0.0 in,Fair,,
1:53 AM,58 °F,55 °F,90 %,CALM,0 mph,0 mph,29.50 in,0.0 in,Fair,,
2:53 AM,57 °F,53 °F,87 %,CALM,0 mph,0 mph,29.51 in,0.0 in,Fair,,
3:53 AM,56 °F,53 °F,90 %,CALM,0 mph,0 mph,29.51 in,0.0 in,Fair,,
4:53 AM,56 °F,53 °F,90 %,CALM,0 mph,0 mph,29.51 in,0.0 in,Fair,,
5:53 AM,54 °F,52 °F,93 %,CALM,0 mph,0 mph,29.51 in,0.0 in,Shallow Fog,,
6:53 AM,54 °F,53 °F,97 %,CALM,0 mph,0 mph,29.53 in,0.0 in,Shallow Fog,,
7:53 AM,56 °F,54 °F,93 %,CALM,0 mph,0 mph,29.55 in,0.0 in,Shallow Fog,,
8:53 AM,68 °F,58 °F,70 %,CALM,0 mph,0 mph,29.55 in,0.0 in,Fair,,
9:53 AM,72 °F,59 °F,64 %,CALM,0 mph,0 mph,29.57 in,0.0 in,Fair,,
10:53 AM,78 °F,60 °F,54 %,CALM,0 mph,0 mph,29.57 in,0.0 in,Fair,,
11:53 AM,80 °F,57 °F,45 %,VAR,3 mph,0 mph,29.56 in,0.0 in,Fair,,
12:53 PM,83 °F,55 °F,38 %,NE,5 mph,0 mph,29.55 in,0.0 in,Fair,,
1:53 PM,86 °F,53 °F,32 %,VAR,6 mph,0 mph,29.53 in,0.0 in,Fair,,
2:53 PM,87 °F,51 °F,29 %,VAR,3 mph,0 mph,29.50 in,0.0 in,Fair,,
3:53 PM,88 °F,50 °F,27 %,VAR,7 mph,0 mph,29.47 in,0.0 in,Fair,,
4:53 PM,87 °F,48 °F,26 %,SSE,7 mph,0 mph,29.46 in,0.0 in,Fair,,
5:53 PM,87 °F,47 °F,25 %,CALM,0 mph,0 mph,29.45 in,0.0 in,Mostly Cloudy,,
6:53 PM,82 °F,50 °F,33 %,ESE,5 mph,0 mph,29.46 in,0.0 in,Mostly Cloudy,,
7:53 PM,73 °F,52 °F,48 %,SE,5 mph,0 mph,29.46 in,0.0 in,Mostly Cloudy,,
8:53 PM,69 °F,53 °F,57 %,SE,5 mph,0 mph,29.48 in,0.0 in,Mostly Cloudy,,
9:53 PM,67 °F,52 °F,59 %,CALM,0 mph,0 mph,29.49 in,0.0 in,Partly Cloudy,,
10:53 PM,62 °F,53 °F,72 %,CALM,0 mph,0 mph,29.49 in,0.0 in,Partly Cloudy,,
11:53 PM,62 °F,52 °F,70 %,SSW,3 mph,0 mph,29.50 in,0.0 in,Partly Cloudy,,
12:53 AM,66 °F,56 °F,70 %,SW,5 mph,0 mph,29.50 in,0.0 in,Fair,,
1:53 AM,61 °F,55 °F,81 %,CALM,0 mph,0 mph,29.49 in,0.0 in,Fair,,
2:53 AM,59 °F,55 °F,87 %,CALM,0 mph,0 mph,29.50 in,0.0 in,Fair,,
3:53 AM,56 °F,54 °F,93 %,CALM,0 mph,0 mph,29.51 in,0.0 in,Fair,,
4:53 AM,55 °F,53 °F,93 %,CALM,0 mph,0 mph,29.51 in,0.0 in,Fair,,
5:53 AM,55 °F,53 °F,93 %,CALM,0 mph,0 mph,29.51 in,0.0 in,Partly Cloudy,,
6:53 AM,54 °F,52 °F,93 %,CALM,0 mph,0 mph,29.52 in,0.0 in,Mostly Cloudy,,
7:53 AM,54 °F,53 °F,97 %,CALM,0 mph,0 mph,29.53 in,0.0 in,Mostly Cloudy,,
8:53 AM,66 °F,58 °F,75 %,CALM,0 mph,0 mph,29.54 in,0.0 in,Fair,,
9:53 AM,75 °F,60 °F,60 %,CALM,0 mph,0 mph,29.55 in,0.0 in,Fair,,
10:53 AM,78 °F,58 °F,50 %,SSE,7 mph,0 mph,29.55 in,0.0 in,Fair,,
11:53 AM,80 °F,55 °F,42 %,VAR,5 mph,0 mph,29.53 in,0.0 in,Fair,,
12:53 PM,83 °F,54 °F,37 %,ESE,9 mph,0 mph,29.50 in,0.0 in,Fair,,
1:53 PM,85 °F,51 °F,31 %,VAR,3 mph,0 mph,29.47 in,0.0 in,Fair,,
2:53 PM,87 °F,49 °F,27 %,SSE,8 mph,0 mph,29.44 in,0.0 in,Fair,,
3:53 PM,88 °F,50 °F,27 %,E,6 mph,0 mph,29.41 in,0.0 in,Fair,,
4:53 PM,88 °F,51 °F,28 %,SE,6 mph,16 mph,29.40 in,0.0 in,Fair,,
5:53 PM,88 °F,49 °F,26 %,SE,7 mph,0 mph,29.39 in,0.0 in,Fair,,
6:53 PM,85 °F,49 °F,29 %,SSE,8 mph,0 mph,29.39 in,0.0 in,Fair,,
7:53 PM,74 °F,51 °F,45 %,SSE,5 mph,0 mph,29.41 in,0.0 in,Fair,,
8:53 PM,71 °F,53 °F,53 %,CALM,0 mph,0 mph,29.41 in,0.0 in,Partly Cloudy,,
9:53 PM,74 °F,54 °F,50 %,SSE,7 mph,0 mph,29.42 in,0.0 in,Partly Cloudy,,
10:53 PM,73 °F,58 °F,59 %,S,8 mph,0 mph,29.44 in,0.0 in,Mostly Cloudy,,
11:53 PM,69 °F,60 °F,73 %,SSW,6 mph,0 mph,29.44 in,0.0 in,Mostly Cloudy,,
12:53 AM,67 °F,60 °F,79 %,SSW,3 mph,0 mph,29.45 in,0.0 in,Partly Cloudy,,
1:53 AM,64 °F,59 °F,84 %,CALM,0 mph,0 mph,29.45 in,0.0 in,Partly Cloudy,,
2:53 AM,61 °F,58 °F,90 %,CALM,0 mph,0 mph,29.45 in,0.0 in,Partly Cloudy,,
3:53 AM,58 °F,57 °F,97 %,CALM,0 mph,0 mph,29.44 in,0.0 in,Mostly Cloudy,,
4:53 AM,59 °F,56 °F,90 %,CALM,0 mph,0 mph,29.43 in,0.0 in,Partly Cloudy,,
5:53 AM,58 °F,57 °F,97 %,CALM,0 mph,0 mph,29.43 in,0.0 in,Partly Cloudy,,
6:53 AM,59 °F,58 °F,96 %,CALM,0 mph,0 mph,29.43 in,0.0 in,Partly Cloudy,,
7:53 AM,61 °F,59 °F,93 %,CALM,0 mph,0 mph,29.43 in,0.0 in,Mostly Cloudy,,
8:53 AM,66 °F,61 °F,84 %,CALM,0 mph,0 mph,29.45 in,0.0 in,Mostly Cloudy,,
9:53 AM,72 °F,63 °F,73 %,SE,5 mph,0 mph,29.47 in,0.0 in,Partly Cloudy,,
10:53 AM,78 °F,65 °F,64 %,CALM,0 mph,0 mph,29.47 in,0.0 in,Partly Cloudy,,
11:53 AM,83 °F,64 °F,53 %,S,8 mph,0 mph,29.45 in,0.0 in,Partly Cloudy,,
12:53 PM,85 °F,61 °F,44 %,SSW,8 mph,0 mph,29.43 in,0.0 in,Partly Cloudy,,
1:53 PM,88 °F,60 °F,39 %,CALM,0 mph,0 mph,29.39 in,0.0 in,Partly Cloudy,,
2:53 PM,88 °F,61 °F,40 %,CALM,0 mph,0 mph,29.36 in,0.0 in,Partly Cloudy,,
3:53 PM,88 °F,58 °F,36 %,SSW,3 mph,0 mph,29.35 in,0.0 in,Partly Cloudy,,
4:53 PM,89 °F,59 °F,36 %,SSE,8 mph,0 mph,29.34 in,0.0 in,Partly Cloudy,,
5:53 PM,89 °F,58 °F,35 %,S,5 mph,0 mph,29.33 in,0.0 in,Partly Cloudy,,
6:53 PM,87 °F,59 °F,39 %,SSE,9 mph,0 mph,29.32 in,0.0 in,Partly Cloudy,,
7:53 PM,76 °F,60 °F,58 %,SSE,6 mph,0 mph,29.33 in,0.0 in,Partly Cloudy,,
8:53 PM,74 °F,60 °F,62 %,SSE,6 mph,0 mph,29.33 in,0.0 in,Fair,,
9:53 PM,72 °F,60 °F,66 %,SSE,3 mph,0 mph,29.34 in,0.0 in,Partly Cloudy,,
10:53 PM,73 °F,60 °F,64 %,S,5 mph,0 mph,29.35 in,0.0 in,Partly Cloudy,,
11:53 PM,76 °F,62 °F,62 %,S,9 mph,0 mph,29.35 in,0.0 in,Partly Cloudy,,
12:53 AM,73 °F,64 °F,73 %,SSW,5 mph,0 mph,29.35 in,0.0 in,Fair,,
1:53 AM,70 °F,64 °F,81 %,SSW,5 mph,0 mph,29.34 in,0.0 in,Fair,,
2:53 AM,68 °F,63 °F,84 %,S,3 mph,0 mph,29.33 in,0.0 in,Fair,,
3:53 AM,70 °F,64 °F,81 %,CALM,0 mph,0 mph,29.33 in,0.0 in,Fair,,
4:53 AM,68 °F,65 °F,90 %,ESE,3 mph,0 mph,29.33 in,0.0 in,Partly Cloudy,,
5:53 AM,71 °F,66 °F,84 %,E,3 mph,0 mph,29.34 in,0.0 in,Cloudy,,
6:53 AM,71 °F,67 °F,87 %,CALM,0 mph,0 mph,29.34 in,0.0 in,Cloudy,,
7:53 AM,73 °F,71 °F,93 %,SE,5 mph,0 mph,29.33 in,0.0 in,Cloudy,,
8:53 AM,73 °F,73 °F,100 %,S,7 mph,0 mph,29.34 in,0.0 in,Fog,,
9:53 AM,75 °F,73 °F,94 %,S,8 mph,0 mph,29.34 in,0.0 in,Cloudy,,
10:53 AM,76 °F,72 °F,87 %,,0 mph,0 mph,29.33 in,0.0 in,Partly Cloudy,,
11:53 AM,76 °F,71 °F,85 %,S,5 mph,0 mph,29.33 in,0.0 in,Fair,,
12:53 PM,89 °F,71 °F,55 %,VAR,5 mph,0 mph,29.30 in,0.0 in,Partly Cloudy,,
1:53 PM,93 °F,68 °F,44 %,,0 mph,0 mph,29.26 in,0.0 in,Partly Cloudy,,
2:53 PM,95 °F,66 °F,38 %,SE,8 mph,0 mph,29.23 in,0.0 in,Fair,,
3:53 PM,94 °F,65 °F,38 %,ESE,10 mph,0 mph,29.19 in,0.0 in,Mostly Cloudy,,
4:53 PM,93 °F,64 °F,38 %,SSE,8 mph,0 mph,29.17 in,0.0 in,Partly Cloudy,,
5:53 PM,93 °F,64 °F,38 %,SE,13 mph,0 mph,29.15 in,0.0 in,Partly Cloudy,,
6:53 PM,86 °F,69 °F,57 %,ESE,15 mph,28 mph,29.16 in,0.0 in,Mostly Cloudy,,
7:53 PM,84 °F,70 °F,63 %,ESE,12 mph,0 mph,29.19 in,0.0 in,Mostly Cloudy,,
8:53 PM,76 °F,65 °F,69 %,N,18 mph,33 mph,29.28 in,0.0 in,Thunder,,
9:53 PM,69 °F,67 °F,93 %,NE,15 mph,31 mph,29.28 in,0.0 in,Light Rain,,
10:53 PM,68 °F,66 °F,93 %,NNE,13 mph,0 mph,29.28 in,0.0 in,Light Rain with Thunder,,
11:53 PM,68 °F,66 °F,93 %,SE,6 mph,0 mph,29.31 in,0.2 in,Light Rain with Thunder,,
12:53 AM,67 °F,66 °F,97 %,WSW,7 mph,0 mph,29.37 in,0.1 in,Light Rain with Thunder,,
1:53 AM,68 °F,67 °F,96 %,NNE,21 mph,36 mph,29.26 in,0.2 in,Light Rain with Thunder,,
2:53 AM,68 °F,67 °F,96 %,SE,16 mph,0 mph,29.30 in,0.1 in,Light Rain with Thunder,,
3:53 AM,69 °F,67 °F,93 %,SSE,13 mph,0 mph,29.26 in,0.0 in,Light Rain,,
4:53 AM,68 °F,67 °F,96 %,SE,18 mph,25 mph,29.22 in,0.0 in,Light Rain,,
5:53 AM,68 °F,67 °F,96 %,SW,8 mph,0 mph,29.30 in,0.0 in,Mostly Cloudy,,
6:53 AM,68 °F,66 °F,93 %,S,7 mph,0 mph,29.27 in,0.0 in,Light Rain,,
7:53 AM,68 °F,67 °F,96 %,CALM,0 mph,0 mph,29.29 in,0.0 in,Light Rain,,
8:53 AM,68 °F,67 °F,96 %,CALM,0 mph,0 mph,29.30 in,0.0 in,Mostly Cloudy,,
9:53 AM,69 °F,66 °F,90 %,CALM,0 mph,0 mph,29.32 in,0.0 in,Mostly Cloudy,,
10:53 AM,71 °F,68 °F,90 %,ESE,6 mph,0 mph,29.32 in,0.0 in,Partly Cloudy,,
11:53 AM,75 °F,67 °F,76 %,S,6 mph,0 mph,29.31 in,0.0 in,Partly Cloudy,,
12:53 PM,80 °F,67 °F,64 %,VAR,5 mph,0 mph,29.29 in,0.0 in,Fair,,
1:53 PM,83 °F,68 °F,60 %,SE,7 mph,0 mph,29.26 in,0.0 in,Fair,,
2:53 PM,86 °F,67 °F,53 %,ESE,6 mph,0 mph,29.24 in,0.0 in,Fair,,
3:53 PM,86 °F,68 °F,55 %,SSE,10 mph,0 mph,29.24 in,0.0 in,Fair,,
4:53 PM,86 °F,67 °F,53 %,SSE,9 mph,0 mph,29.23 in,0.0 in,Fair,,
5:53 PM,85 °F,68 °F,57 %,S,9 mph,0 mph,29.23 in,0.0 in,Fair,,
6:53 PM,83 °F,68 °F,60 %,SE,7 mph,0 mph,29.23 in,0.0 in,Fair,,
7:53 PM,79 °F,69 °F,72 %,ESE,6 mph,0 mph,29.26 in,0.0 in,Fair,,
8:53 PM,77 °F,69 °F,76 %,SE,8 mph,0 mph,29.27 in,0.0 in,Fair,,
9:53 PM,77 °F,69 °F,76 %,SE,9 mph,0 mph,29.30 in,0.0 in,Fair,,
10:53 PM,75 °F,70 °F,84 %,SSE,6 mph,0 mph,29.33 in,0.0 in,Fair,,
11:53 PM,72 °F,70 °F,93 %,S,6 mph,0 mph,29.33 in,0.0 in,Fair,,
12:53 AM,73 °F,71 °F,93 %,S,8 mph,0 mph,29.33 in,0.0 in,Mostly Cloudy,,
1:53 AM,73 °F,71 °F,93 %,CALM,0 mph,0 mph,29.33 in,0.0 in,Mostly Cloudy,,
2:53 AM,73 °F,72 °F,96 %,SSW,3 mph,0 mph,29.34 in,0.0 in,Cloudy,,
3:53 AM,74 °F,72 °F,93 %,SSW,7 mph,0 mph,29.31 in,0.0 in,Cloudy,,
4:53 AM,73 °F,72 °F,96 %,S,3 mph,0 mph,29.31 in,0.0 in,Mostly Cloudy,,
5:53 AM,73 °F,72 °F,96 %,SSE,3 mph,0 mph,29.32 in,0.0 in,Cloudy,,
6:53 AM,73 °F,72 °F,96 %,S,3 mph,0 mph,29.33 in,0.0 in,Cloudy,,
7:53 AM,73 °F,73 °F,100 %,E,5 mph,0 mph,29.34 in,0.0 in,Cloudy,,
8:53 AM,73 °F,73 °F,100 %,E,3 mph,0 mph,29.37 in,0.0 in,Fog,,
9:53 AM,74 °F,74 °F,100 %,ENE,5 mph,0 mph,29.39 in,0.0 in,Fog,,
10:53 AM,78 °F,74 °F,87 %,CALM,0 mph,0 mph,29.40 in,0.0 in,Cloudy,,
11:53 AM,83 °F,73 °F,72 %,SSW,3 mph,0 mph,29.38 in,0.0 in,Partly Cloudy,,
12:53 PM,86 °F,72 °F,63 %,VAR,3 mph,0 mph,29.36 in,0.0 in,Partly Cloudy,,
1:53 PM,89 °F,71 °F,55 %,SE,7 mph,0 mph,29.34 in,0.0 in,Partly Cloudy,,
2:53 PM,90 °F,69 °F,50 %,VAR,5 mph,0 mph,29.30 in,0.0 in,Partly Cloudy,,
3:53 PM,91 °F,69 °F,48 %,SE,10 mph,0 mph,29.28 in,0.0 in,Mostly Cloudy,,
4:53 PM,91 °F,68 °F,47 %,E,5 mph,0 mph,29.27 in,0.0 in,Mostly Cloudy,,
5:53 PM,85 °F,72 °F,65 %,SE,20 mph,29 mph,29.28 in,0.0 in,Partly Cloudy,,
6:53 PM,81 °F,69 °F,67 %,ESE,9 mph,0 mph,29.31 in,0.0 in,Mostly Cloudy,,
7:53 PM,78 °F,70 °F,76 %,E,5 mph,0 mph,29.32 in,0.0 in,Partly Cloudy,,
8:53 PM,76 °F,73 °F,91 %,E,5 mph,0 mph,29.35 in,0.0 in,Fair,,
9:53 PM,75 °F,74 °F,96 %,ESE,7 mph,0 mph,29.38 in,0.0 in,Fair,,
10:53 PM,73 °F,71 °F,93 %,SE,5 mph,0 mph,29.38 in,0.0 in,Fair,,
11:53 PM,72 °F,71 °F,97 %,ESE,3 mph,0 mph,29.40 in,0.0 in,Partly Cloudy,,
